Window	Chr	Chr_start	Chr_end	Track	Density
357	Supercontig_1.1	1785000	1795000	PopA.INDEL.lungonly	0
357	Supercontig_1.1	1785000	1795000	PopA.SNP.fixed	36
357	Supercontig_1.1	1785000	1795000	PopA.SNP.lungonly	0
357	Supercontig_1.1	1785000	1795000	repeats	0
358	Supercontig_1.1	1790000	1800000	Genes	4
358	Supercontig_1.1	1790000	1800000	PopA.INDEL.fixed	0
358	Supercontig_1.1	1790000	1800000	PopA.INDEL.lungonly	0
358	Supercontig_1.1	1790000	1800000	PopA.SNP.fixed	33
358	Supercontig_1.1	1790000	1800000	PopA.SNP.lungonly	0
358	Supercontig_1.1	1790000	1800000	repeats	0
359	Supercontig_1.1	1795000	1805000	Genes	6
359	Supercontig_1.1	1795000	1805000	PopA.INDEL.fixed	6
359	Supercontig_1.1	1795000	1805000	PopA.INDEL.lungonly	0
359	Supercontig_1.1	1795000	1805000	PopA.SNP.fixed	73
359	Supercontig_1.1	1795000	1805000	PopA.SNP.lungonly	0
359	Supercontig_1.1	1795000	1805000	repeats	1
360	Supercontig_1.1	1800000	1810000	Genes	7
360	Supercontig_1.1	1800000	1810000	PopA.INDEL.fixed	9
360	Supercontig_1.1	1800000	1810000	PopA.INDEL.lungonly	0
360	Supercontig_1.1	1800000	1810000	PopA.SNP.fixed	104
360	Supercontig_1.1	1800000	1810000	PopA.SNP.lungonly	0
360	Supercontig_1.1	1800000	1810000	repeats	1
361	Supercontig_1.1	1805000	1815000	Genes	6
361	Supercontig_1.1	1805000	1815000	PopA.INDEL.fixed	4
361	Supercontig_1.1	1805000	1815000	PopA.INDEL.lungonly	0
361	Supercontig_1.1	1805000	1815000	PopA.SNP.fixed	97
361	Supercontig_1.1	1805000	1815000	PopA.SNP.lungonly	0
361	Supercontig_1.1	1805000	1815000	repeats	0
362	Supercontig_1.1	1810000	1820000	Genes	6
362	Supercontig_1.1	1810000	1820000	PopA.INDEL.fixed	2
362	Supercontig_1.1	1810000	1820000	PopA.INDEL.lungonly	0
362	Supercontig_1.1	1810000	1820000	PopA.SNP.fixed	71
362	Supercontig_1.1	1810000	1820000	PopA.SNP.lungonly	0
362	Supercontig_1.1	1810000	1820000	repeats	0
363	Supercontig_1.1	1815000	1825000	Genes	5
363	Supercontig_1.1	1815000	1825000	PopA.INDEL.fixed	4
363	Supercontig_1.1	1815000	1825000	PopA.INDEL.lungonly	0
363	Supercontig_1.1	1815000	1825000	PopA.SNP.fixed	85
363	Supercontig_1.1	1815000	1825000	PopA.SNP.lungonly	0
363	Supercontig_1.1	1815000	1825000	repeats	0
364	Supercontig_1.1	1820000	1830000	Genes	7
364	Supercontig_1.1	1820000	1830000	PopA.INDEL.fixed	15
364	Supercontig_1.1	1820000	1830000	PopA.INDEL.lungonly	1
364	Supercontig_1.1	1820000	1830000	PopA.SNP.fixed	114
364	Supercontig_1.1	1820000	1830000	PopA.SNP.lungonly	0
364	Supercontig_1.1	1820000	1830000	repeats	0
365	Supercontig_1.1	1825000	1835000	Genes	7
365	Supercontig_1.1	1825000	1835000	PopA.INDEL.fixed	17
365	Supercontig_1.1	1825000	1835000	PopA.INDEL.lungonly	1
365	Supercontig_1.1	1825000	1835000	PopA.SNP.fixed	130
365	Supercontig_1.1	1825000	1835000	PopA.SNP.lungonly	0
365	Supercontig_1.1	1825000	1835000	repeats	0
366	Supercontig_1.1	1830000	1840000	Genes	5
366	Supercontig_1.1	1830000	1840000	PopA.INDEL.fixed	12
366	Supercontig_1.1	1830000	1840000	PopA.INDEL.lungonly	0
366	Supercontig_1.1	1830000	1840000	PopA.SNP.fixed	164
366	Supercontig_1.1	1830000	1840000	PopA.SNP.lungonly	1
366	Supercontig_1.1	1830000	1840000	repeats	0
367	Supercontig_1.1	1835000	1845000	Genes	5
367	Supercontig_1.1	1835000	1845000	PopA.INDEL.fixed	13
367	Supercontig_1.1	1835000	1845000	PopA.INDEL.lungonly	1
367	Supercontig_1.1	1835000	1845000	PopA.SNP.fixed	154
367	Supercontig_1.1	1835000	1845000	PopA.SNP.lungonly	1
367	Supercontig_1.1	1835000	1845000	repeats	0
368	Supercontig_1.1	1840000	1850000	Genes	7
368	Supercontig_1.1	1840000	1850000	PopA.INDEL.fixed	17
368	Supercontig_1.1	1840000	1850000	PopA.INDEL.lungonly	1
368	Supercontig_1.1	1840000	1850000	PopA.SNP.fixed	146
368	Supercontig_1.1	1840000	1850000	PopA.SNP.lungonly	0
368	Supercontig_1.1	1840000	1850000	repeats	0
369	Supercontig_1.1	1845000	1855000	Genes	6
369	Supercontig_1.1	1845000	1855000	PopA.INDEL.fixed	16
369	Supercontig_1.1	1845000	1855000	PopA.INDEL.lungonly	0
369	Supercontig_1.1	1845000	1855000	PopA.SNP.fixed	149
369	Supercontig_1.1	1845000	1855000	PopA.SNP.lungonly	0
369	Supercontig_1.1	1845000	1855000	repeats	0
370	Supercontig_1.1	1850000	1860000	Genes	6
370	Supercontig_1.1	1850000	1860000	PopA.INDEL.fixed	24
370	Supercontig_1.1	1850000	1860000	PopA.INDEL.lungonly	0
370	Supercontig_1.1	1850000	1860000	PopA.SNP.fixed	171
370	Supercontig_1.1	1850000	1860000	PopA.SNP.lungonly	0
370	Supercontig_1.1	1850000	1860000	repeats	0
371	Supercontig_1.1	1855000	1865000	Genes	6
371	Supercontig_1.1	1855000	1865000	PopA.INDEL.fixed	28
371	Supercontig_1.1	1855000	1865000	PopA.INDEL.lungonly	1
371	Supercontig_1.1	1855000	1865000	PopA.SNP.fixed	200
371	Supercontig_1.1	1855000	1865000	PopA.SNP.lungonly	0
371	Supercontig_1.1	1855000	1865000	repeats	1
372	Supercontig_1.1	1860000	1870000	Genes	6
372	Supercontig_1.1	1860000	1870000	PopA.INDEL.fixed	28
372	Supercontig_1.1	1860000	1870000	PopA.INDEL.lungonly	3
372	Supercontig_1.1	1860000	1870000	PopA.SNP.fixed	211
372	Supercontig_1.1	1860000	1870000	PopA.SNP.lungonly	1
372	Supercontig_1.1	1860000	1870000	repeats	2
373	Supercontig_1.1	1865000	1875000	Genes	5
373	Supercontig_1.1	1865000	1875000	PopA.INDEL.fixed	32
373	Supercontig_1.1	1865000	1875000	PopA.INDEL.lungonly	2
373	Supercontig_1.1	1865000	1875000	PopA.SNP.fixed	202
373	Supercontig_1.1	1865000	1875000	PopA.SNP.lungonly	1
373	Supercontig_1.1	1865000	1875000	repeats	1
374	Supercontig_1.1	1870000	1880000	Genes	6
374	Supercontig_1.1	1870000	1880000	PopA.INDEL.fixed	28
374	Supercontig_1.1	1870000	1880000	PopA.INDEL.lungonly	1
374	Supercontig_1.1	1870000	1880000	PopA.SNP.fixed	174
374	Supercontig_1.1	1870000	1880000	PopA.SNP.lungonly	0
374	Supercontig_1.1	1870000	1880000	repeats	0
375	Supercontig_1.1	1875000	1885000	Genes	6
375	Supercontig_1.1	1875000	1885000	PopA.INDEL.fixed	34
375	Supercontig_1.1	1875000	1885000	PopA.INDEL.lungonly	1
375	Supercontig_1.1	1875000	1885000	PopA.SNP.fixed	199
375	Supercontig_1.1	1875000	1885000	PopA.SNP.lungonly	0
375	Supercontig_1.1	1875000	1885000	repeats	0
376	Supercontig_1.1	1880000	1890000	Genes	5
376	Supercontig_1.1	1880000	1890000	PopA.INDEL.fixed	37
376	Supercontig_1.1	1880000	1890000	PopA.INDEL.lungonly	6
376	Supercontig_1.1	1880000	1890000	PopA.SNP.fixed	197
376	Supercontig_1.1	1880000	1890000	PopA.SNP.lungonly	2
376	Supercontig_1.1	1880000	1890000	repeats	0
377	Supercontig_1.1	1885000	1895000	Genes	5
377	Supercontig_1.1	1885000	1895000	PopA.INDEL.fixed	24
377	Supercontig_1.1	1885000	1895000	PopA.INDEL.lungonly	6
377	Supercontig_1.1	1885000	1895000	PopA.SNP.fixed	209
377	Supercontig_1.1	1885000	1895000	PopA.SNP.lungonly	2
377	Supercontig_1.1	1885000	1895000	repeats	0
378	Supercontig_1.1	1890000	1900000	Genes	5
378	Supercontig_1.1	1890000	1900000	PopA.INDEL.fixed	8
378	Supercontig_1.1	1890000	1900000	PopA.INDEL.lungonly	1
378	Supercontig_1.1	1890000	1900000	PopA.SNP.fixed	168
378	Supercontig_1.1	1890000	1900000	PopA.SNP.lungonly	0
378	Supercontig_1.1	1890000	1900000	repeats	0
379	Supercontig_1.1	1895000	1905000	Genes	7
379	Supercontig_1.1	1895000	1905000	PopA.INDEL.fixed	11
379	Supercontig_1.1	1895000	1905000	PopA.INDEL.lungonly	2
379	Supercontig_1.1	1895000	1905000	PopA.SNP.fixed	102
379	Supercontig_1.1	1895000	1905000	PopA.SNP.lungonly	0
379	Supercontig_1.1	1895000	1905000	repeats	0
380	Supercontig_1.1	1900000	1910000	Genes	7
380	Supercontig_1.1	1900000	1910000	PopA.INDEL.fixed	17
380	Supercontig_1.1	1900000	1910000	PopA.INDEL.lungonly	1
380	Supercontig_1.1	1900000	1910000	PopA.SNP.fixed	95
380	Supercontig_1.1	1900000	1910000	PopA.SNP.lungonly	0
380	Supercontig_1.1	1900000	1910000	repeats	0
381	Supercontig_1.1	1905000	1915000	Genes	8
381	Supercontig_1.1	1905000	1915000	PopA.INDEL.fixed	9
381	Supercontig_1.1	1905000	1915000	PopA.INDEL.lungonly	0
381	Supercontig_1.1	1905000	1915000	PopA.SNP.fixed	58
381	Supercontig_1.1	1905000	1915000	PopA.SNP.lungonly	0
381	Supercontig_1.1	1905000	1915000	repeats	0
382	Supercontig_1.1	1910000	1920000	Genes	6
382	Supercontig_1.1	1910000	1920000	PopA.INDEL.fixed	4
382	Supercontig_1.1	1910000	1920000	PopA.INDEL.lungonly	0
382	Supercontig_1.1	1910000	1920000	PopA.SNP.fixed	47
382	Supercontig_1.1	1910000	1920000	PopA.SNP.lungonly	0
382	Supercontig_1.1	1910000	1920000	repeats	0
383	Supercontig_1.1	1915000	1925000	Genes	5
383	Supercontig_1.1	1915000	1925000	PopA.INDEL.fixed	8
383	Supercontig_1.1	1915000	1925000	PopA.INDEL.lungonly	1
383	Supercontig_1.1	1915000	1925000	PopA.SNP.fixed	56
383	Supercontig_1.1	1915000	1925000	PopA.SNP.lungonly	0
383	Supercontig_1.1	1915000	1925000	repeats	0
384	Supercontig_1.1	1920000	1930000	Genes	5
384	Supercontig_1.1	1920000	1930000	PopA.INDEL.fixed	8
384	Supercontig_1.1	1920000	1930000	PopA.INDEL.lungonly	1
384	Supercontig_1.1	1920000	1930000	PopA.SNP.fixed	68
384	Supercontig_1.1	1920000	1930000	PopA.SNP.lungonly	0
384	Supercontig_1.1	1920000	1930000	repeats	0
385	Supercontig_1.1	1925000	1935000	Genes	6
385	Supercontig_1.1	1925000	1935000	PopA.INDEL.fixed	6
385	Supercontig_1.1	1925000	1935000	PopA.INDEL.lungonly	0
385	Supercontig_1.1	1925000	1935000	PopA.SNP.fixed	68
385	Supercontig_1.1	1925000	1935000	PopA.SNP.lungonly	0
385	Supercontig_1.1	1925000	1935000	repeats	2
386	Supercontig_1.1	1930000	1940000	Genes	6
386	Supercontig_1.1	1930000	1940000	PopA.INDEL.fixed	3
386	Supercontig_1.1	1930000	1940000	PopA.INDEL.lungonly	0
386	Supercontig_1.1	1930000	1940000	PopA.SNP.fixed	60
386	Supercontig_1.1	1930000	1940000	PopA.SNP.lungonly	0
386	Supercontig_1.1	1930000	1940000	repeats	2
387	Supercontig_1.1	1935000	1945000	Genes	6
387	Supercontig_1.1	1935000	1945000	PopA.INDEL.fixed	10
387	Supercontig_1.1	1935000	1945000	PopA.INDEL.lungonly	0
387	Supercontig_1.1	1935000	1945000	PopA.SNP.fixed	99
387	Supercontig_1.1	1935000	1945000	PopA.SNP.lungonly	0
387	Supercontig_1.1	1935000	1945000	repeats	0
388	Supercontig_1.1	1940000	1950000	Genes	8
388	Supercontig_1.1	1940000	1950000	PopA.INDEL.fixed	10
388	Supercontig_1.1	1940000	1950000	PopA.INDEL.lungonly	0
388	Supercontig_1.1	1940000	1950000	PopA.SNP.fixed	109
388	Supercontig_1.1	1940000	1950000	PopA.SNP.lungonly	0
388	Supercontig_1.1	1940000	1950000	repeats	0
389	Supercontig_1.1	1945000	1955000	Genes	5
389	Supercontig_1.1	1945000	1955000	PopA.INDEL.fixed	5
389	Supercontig_1.1	1945000	1955000	PopA.INDEL.lungonly	0
389	Supercontig_1.1	1945000	1955000	PopA.SNP.fixed	105
389	Supercontig_1.1	1945000	1955000	PopA.SNP.lungonly	0
389	Supercontig_1.1	1945000	1955000	repeats	0
390	Supercontig_1.1	1950000	1960000	Genes	5
390	Supercontig_1.1	1950000	1960000	PopA.INDEL.fixed	11
390	Supercontig_1.1	1950000	1960000	PopA.INDEL.lungonly	2
390	Supercontig_1.1	1950000	1960000	PopA.SNP.fixed	125
390	Supercontig_1.1	1950000	1960000	PopA.SNP.lungonly	0
390	Supercontig_1.1	1950000	1960000	repeats	1
391	Supercontig_1.1	1955000	1965000	Genes	4
391	Supercontig_1.1	1955000	1965000	PopA.INDEL.fixed	9
391	Supercontig_1.1	1955000	1965000	PopA.INDEL.lungonly	2
391	Supercontig_1.1	1955000	1965000	PopA.SNP.fixed	91
391	Supercontig_1.1	1955000	1965000	PopA.SNP.lungonly	0
391	Supercontig_1.1	1955000	1965000	repeats	1
392	Supercontig_1.1	1960000	1970000	Genes	5
392	Supercontig_1.1	1960000	1970000	PopA.INDEL.fixed	4
392	Supercontig_1.1	1960000	1970000	PopA.INDEL.lungonly	1
392	Supercontig_1.1	1960000	1970000	PopA.SNP.fixed	57
392	Supercontig_1.1	1960000	1970000	PopA.SNP.lungonly	0
392	Supercontig_1.1	1960000	1970000	repeats	0
393	Supercontig_1.1	1965000	1975000	Genes	5
393	Supercontig_1.1	1965000	1975000	PopA.INDEL.fixed	1
393	Supercontig_1.1	1965000	1975000	PopA.INDEL.lungonly	1
393	Supercontig_1.1	1965000	1975000	PopA.SNP.fixed	41
393	Supercontig_1.1	1965000	1975000	PopA.SNP.lungonly	0
393	Supercontig_1.1	1965000	1975000	repeats	0
394	Supercontig_1.1	1970000	1980000	Genes	6
394	Supercontig_1.1	1970000	1980000	PopA.INDEL.fixed	1
394	Supercontig_1.1	1970000	1980000	PopA.INDEL.lungonly	0
394	Supercontig_1.1	1970000	1980000	PopA.SNP.fixed	43
394	Supercontig_1.1	1970000	1980000	PopA.SNP.lungonly	0
394	Supercontig_1.1	1970000	1980000	repeats	0
395	Supercontig_1.1	1975000	1985000	Genes	4
395	Supercontig_1.1	1975000	1985000	PopA.INDEL.fixed	1
395	Supercontig_1.1	1975000	1985000	PopA.INDEL.lungonly	0
395	Supercontig_1.1	1975000	1985000	PopA.SNP.fixed	76
395	Supercontig_1.1	1975000	1985000	PopA.SNP.lungonly	0
395	Supercontig_1.1	1975000	1985000	repeats	0
396	Supercontig_1.1	1980000	1990000	Genes	6
396	Supercontig_1.1	1980000	1990000	PopA.INDEL.fixed	9
396	Supercontig_1.1	1980000	1990000	PopA.INDEL.lungonly	0
396	Supercontig_1.1	1980000	1990000	PopA.SNP.fixed	79
396	Supercontig_1.1	1980000	1990000	PopA.SNP.lungonly	0
396	Supercontig_1.1	1980000	1990000	repeats	0
397	Supercontig_1.1	1985000	1995000	Genes	7
397	Supercontig_1.1	1985000	1995000	PopA.INDEL.fixed	9
397	Supercontig_1.1	1985000	1995000	PopA.INDEL.lungonly	0
397	Supercontig_1.1	1985000	1995000	PopA.SNP.fixed	56
397	Supercontig_1.1	1985000	1995000	PopA.SNP.lungonly	0
397	Supercontig_1.1	1985000	1995000	repeats	0
398	Supercontig_1.1	1990000	2000000	Genes	4
398	Supercontig_1.1	1990000	2000000	PopA.INDEL.fixed	5
398	Supercontig_1.1	1990000	2000000	PopA.INDEL.lungonly	0
398	Supercontig_1.1	1990000	2000000	PopA.SNP.fixed	71
398	Supercontig_1.1	1990000	2000000	PopA.SNP.lungonly	0
398	Supercontig_1.1	1990000	2000000	repeats	0
399	Supercontig_1.1	1995000	2005000	Genes	5
399	Supercontig_1.1	1995000	2005000	PopA.INDEL.fixed	11
399	Supercontig_1.1	1995000	2005000	PopA.INDEL.lungonly	0
399	Supercontig_1.1	1995000	2005000	PopA.SNP.fixed	129
399	Supercontig_1.1	1995000	2005000	PopA.SNP.lungonly	0
399	Supercontig_1.1	1995000	2005000	repeats	0
400	Supercontig_1.1	2000000	2010000	Genes	10
400	Supercontig_1.1	2000000	2010000	PopA.INDEL.fixed	8
400	Supercontig_1.1	2000000	2010000	PopA.INDEL.lungonly	1
400	Supercontig_1.1	2000000	2010000	PopA.SNP.fixed	137
400	Supercontig_1.1	2000000	2010000	PopA.SNP.lungonly	0
400	Supercontig_1.1	2000000	2010000	repeats	0
401	Supercontig_1.1	2005000	2015000	Genes	10
401	Supercontig_1.1	2005000	2015000	PopA.INDEL.fixed	8
401	Supercontig_1.1	2005000	2015000	PopA.INDEL.lungonly	1
401	Supercontig_1.1	2005000	2015000	PopA.SNP.fixed	114
401	Supercontig_1.1	2005000	2015000	PopA.SNP.lungonly	0
401	Supercontig_1.1	2005000	2015000	repeats	2
402	Supercontig_1.1	2010000	2020000	Genes	6
402	Supercontig_1.1	2010000	2020000	PopA.INDEL.fixed	11
402	Supercontig_1.1	2010000	2020000	PopA.INDEL.lungonly	0
402	Supercontig_1.1	2010000	2020000	PopA.SNP.fixed	100
402	Supercontig_1.1	2010000	2020000	PopA.SNP.lungonly	0
402	Supercontig_1.1	2010000	2020000	repeats	2
403	Supercontig_1.1	2015000	2025000	Genes	7
403	Supercontig_1.1	2015000	2025000	PopA.INDEL.fixed	5
403	Supercontig_1.1	2015000	2025000	PopA.INDEL.lungonly	0
403	Supercontig_1.1	2015000	2025000	PopA.SNP.fixed	51
403	Supercontig_1.1	2015000	2025000	PopA.SNP.lungonly	0
403	Supercontig_1.1	2015000	2025000	repeats	0
404	Supercontig_1.1	2020000	2030000	Genes	6
404	Supercontig_1.1	2020000	2030000	PopA.INDEL.fixed	5
404	Supercontig_1.1	2020000	2030000	PopA.INDEL.lungonly	0
404	Supercontig_1.1	2020000	2030000	PopA.SNP.fixed	27
404	Supercontig_1.1	2020000	2030000	PopA.SNP.lungonly	0
404	Supercontig_1.1	2020000	2030000	repeats	0
405	Supercontig_1.1	2025000	2035000	Genes	6
405	Supercontig_1.1	2025000	2035000	PopA.INDEL.fixed	8
405	Supercontig_1.1	2025000	2035000	PopA.INDEL.lungonly	0
405	Supercontig_1.1	2025000	2035000	PopA.SNP.fixed	26
405	Supercontig_1.1	2025000	2035000	PopA.SNP.lungonly	0
405	Supercontig_1.1	2025000	2035000	repeats	0
406	Supercontig_1.1	2030000	2040000	Genes	6
406	Supercontig_1.1	2030000	2040000	PopA.INDEL.fixed	4
406	Supercontig_1.1	2030000	2040000	PopA.INDEL.lungonly	0
406	Supercontig_1.1	2030000	2040000	PopA.SNP.fixed	22
406	Supercontig_1.1	2030000	2040000	PopA.SNP.lungonly	0
406	Supercontig_1.1	2030000	2040000	repeats	0
407	Supercontig_1.1	2035000	2045000	Genes	3
407	Supercontig_1.1	2035000	2045000	PopA.INDEL.fixed	1
407	Supercontig_1.1	2035000	2045000	PopA.INDEL.lungonly	0
407	Supercontig_1.1	2035000	2045000	PopA.SNP.fixed	17
407	Supercontig_1.1	2035000	2045000	PopA.SNP.lungonly	0
407	Supercontig_1.1	2035000	2045000	repeats	1
408	Supercontig_1.1	2040000	2050000	Genes	4
408	Supercontig_1.1	2040000	2050000	PopA.INDEL.fixed	1
408	Supercontig_1.1	2040000	2050000	PopA.INDEL.lungonly	0
408	Supercontig_1.1	2040000	2050000	PopA.SNP.fixed	23
408	Supercontig_1.1	2040000	2050000	PopA.SNP.lungonly	0
408	Supercontig_1.1	2040000	2050000	repeats	1
409	Supercontig_1.1	2045000	2055000	Genes	7
409	Supercontig_1.1	2045000	2055000	PopA.INDEL.fixed	2
409	Supercontig_1.1	2045000	2055000	PopA.INDEL.lungonly	0
409	Supercontig_1.1	2045000	2055000	PopA.SNP.fixed	29
409	Supercontig_1.1	2045000	2055000	PopA.SNP.lungonly	1
409	Supercontig_1.1	2045000	2055000	repeats	0
410	Supercontig_1.1	2050000	2060000	Genes	5
410	Supercontig_1.1	2050000	2060000	PopA.INDEL.fixed	5
410	Supercontig_1.1	2050000	2060000	PopA.INDEL.lungonly	1
410	Supercontig_1.1	2050000	2060000	PopA.SNP.fixed	17
410	Supercontig_1.1	2050000	2060000	PopA.SNP.lungonly	1
410	Supercontig_1.1	2050000	2060000	repeats	0
411	Supercontig_1.1	2055000	2065000	Genes	4
411	Supercontig_1.1	2055000	2065000	PopA.INDEL.fixed	7
411	Supercontig_1.1	2055000	2065000	PopA.INDEL.lungonly	2
411	Supercontig_1.1	2055000	2065000	PopA.SNP.fixed	14
411	Supercontig_1.1	2055000	2065000	PopA.SNP.lungonly	0
411	Supercontig_1.1	2055000	2065000	repeats	2
412	Supercontig_1.1	2060000	2070000	Genes	3
412	Supercontig_1.1	2060000	2070000	PopA.INDEL.fixed	6
412	Supercontig_1.1	2060000	2070000	PopA.INDEL.lungonly	1
412	Supercontig_1.1	2060000	2070000	PopA.SNP.fixed	30
412	Supercontig_1.1	2060000	2070000	PopA.SNP.lungonly	1
412	Supercontig_1.1	2060000	2070000	repeats	2
413	Supercontig_1.1	2065000	2075000	Genes	4
413	Supercontig_1.1	2065000	2075000	PopA.INDEL.fixed	6
413	Supercontig_1.1	2065000	2075000	PopA.INDEL.lungonly	0
413	Supercontig_1.1	2065000	2075000	PopA.SNP.fixed	55
413	Supercontig_1.1	2065000	2075000	PopA.SNP.lungonly	1
413	Supercontig_1.1	2065000	2075000	repeats	0
414	Supercontig_1.1	2070000	2080000	Genes	6
414	Supercontig_1.1	2070000	2080000	PopA.INDEL.fixed	5
414	Supercontig_1.1	2070000	2080000	PopA.INDEL.lungonly	0
414	Supercontig_1.1	2070000	2080000	PopA.SNP.fixed	46
414	Supercontig_1.1	2070000	2080000	PopA.SNP.lungonly	1
414	Supercontig_1.1	2070000	2080000	repeats	0
415	Supercontig_1.1	2075000	2085000	Genes	8
415	Supercontig_1.1	2075000	2085000	PopA.INDEL.fixed	3
415	Supercontig_1.1	2075000	2085000	PopA.INDEL.lungonly	0
415	Supercontig_1.1	2075000	2085000	PopA.SNP.fixed	29
415	Supercontig_1.1	2075000	2085000	PopA.SNP.lungonly	2
415	Supercontig_1.1	2075000	2085000	repeats	1
416	Supercontig_1.1	2080000	2090000	Genes	6
416	Supercontig_1.1	2080000	2090000	PopA.INDEL.fixed	4
416	Supercontig_1.1	2080000	2090000	PopA.INDEL.lungonly	0
416	Supercontig_1.1	2080000	2090000	PopA.SNP.fixed	28
416	Supercontig_1.1	2080000	2090000	PopA.SNP.lungonly	1
416	Supercontig_1.1	2080000	2090000	repeats	2
417	Supercontig_1.1	2085000	2095000	Genes	5
417	Supercontig_1.1	2085000	2095000	PopA.INDEL.fixed	4
417	Supercontig_1.1	2085000	2095000	PopA.INDEL.lungonly	0
417	Supercontig_1.1	2085000	2095000	PopA.SNP.fixed	28
417	Supercontig_1.1	2085000	2095000	PopA.SNP.lungonly	0
417	Supercontig_1.1	2085000	2095000	repeats	1
418	Supercontig_1.1	2090000	2100000	Genes	4
418	Supercontig_1.1	2090000	2100000	PopA.INDEL.fixed	1
418	Supercontig_1.1	2090000	2100000	PopA.INDEL.lungonly	0
418	Supercontig_1.1	2090000	2100000	PopA.SNP.fixed	43
418	Supercontig_1.1	2090000	2100000	PopA.SNP.lungonly	0
418	Supercontig_1.1	2090000	2100000	repeats	0
419	Supercontig_1.1	2095000	2105000	Genes	4
419	Supercontig_1.1	2095000	2105000	PopA.INDEL.fixed	2
419	Supercontig_1.1	2095000	2105000	PopA.INDEL.lungonly	0
419	Supercontig_1.1	2095000	2105000	PopA.SNP.fixed	61
419	Supercontig_1.1	2095000	2105000	PopA.SNP.lungonly	0
419	Supercontig_1.1	2095000	2105000	repeats	0
420	Supercontig_1.1	2100000	2110000	Genes	5
420	Supercontig_1.1	2100000	2110000	PopA.INDEL.fixed	3
420	Supercontig_1.1	2100000	2110000	PopA.INDEL.lungonly	0
420	Supercontig_1.1	2100000	2110000	PopA.SNP.fixed	36
420	Supercontig_1.1	2100000	2110000	PopA.SNP.lungonly	0
420	Supercontig_1.1	2100000	2110000	repeats	0
421	Supercontig_1.1	2105000	2115000	Genes	4
421	Supercontig_1.1	2105000	2115000	PopA.INDEL.fixed	2
421	Supercontig_1.1	2105000	2115000	PopA.INDEL.lungonly	0
421	Supercontig_1.1	2105000	2115000	PopA.SNP.fixed	4
421	Supercontig_1.1	2105000	2115000	PopA.SNP.lungonly	0
421	Supercontig_1.1	2105000	2115000	repeats	0
422	Supercontig_1.1	2110000	2120000	Genes	7
422	Supercontig_1.1	2110000	2120000	PopA.INDEL.fixed	4
422	Supercontig_1.1	2110000	2120000	PopA.INDEL.lungonly	3
422	Supercontig_1.1	2110000	2120000	PopA.SNP.fixed	31
422	Supercontig_1.1	2110000	2120000	PopA.SNP.lungonly	0
422	Supercontig_1.1	2110000	2120000	repeats	0
423	Supercontig_1.1	2115000	2125000	Genes	7
423	Supercontig_1.1	2115000	2125000	PopA.INDEL.fixed	4
423	Supercontig_1.1	2115000	2125000	PopA.INDEL.lungonly	3
423	Supercontig_1.1	2115000	2125000	PopA.SNP.fixed	55
423	Supercontig_1.1	2115000	2125000	PopA.SNP.lungonly	0
423	Supercontig_1.1	2115000	2125000	repeats	0
424	Supercontig_1.1	2120000	2130000	Genes	6
424	Supercontig_1.1	2120000	2130000	PopA.INDEL.fixed	3
424	Supercontig_1.1	2120000	2130000	PopA.INDEL.lungonly	0
424	Supercontig_1.1	2120000	2130000	PopA.SNP.fixed	63
424	Supercontig_1.1	2120000	2130000	PopA.SNP.lungonly	0
424	Supercontig_1.1	2120000	2130000	repeats	0
425	Supercontig_1.1	2125000	2135000	Genes	7
425	Supercontig_1.1	2125000	2135000	PopA.INDEL.fixed	2
425	Supercontig_1.1	2125000	2135000	PopA.INDEL.lungonly	0
425	Supercontig_1.1	2125000	2135000	PopA.SNP.fixed	53
425	Supercontig_1.1	2125000	2135000	PopA.SNP.lungonly	0
425	Supercontig_1.1	2125000	2135000	repeats	0
426	Supercontig_1.1	2130000	2140000	Genes	6
426	Supercontig_1.1	2130000	2140000	PopA.INDEL.fixed	3
426	Supercontig_1.1	2130000	2140000	PopA.INDEL.lungonly	0
426	Supercontig_1.1	2130000	2140000	PopA.SNP.fixed	41
426	Supercontig_1.1	2130000	2140000	PopA.SNP.lungonly	0
426	Supercontig_1.1	2130000	2140000	repeats	0
427	Supercontig_1.1	2135000	2145000	Genes	4
427	Supercontig_1.1	2135000	2145000	PopA.INDEL.fixed	5
427	Supercontig_1.1	2135000	2145000	PopA.INDEL.lungonly	1
427	Supercontig_1.1	2135000	2145000	PopA.SNP.fixed	68
427	Supercontig_1.1	2135000	2145000	PopA.SNP.lungonly	0
427	Supercontig_1.1	2135000	2145000	repeats	0
428	Supercontig_1.1	2140000	2150000	Genes	4
428	Supercontig_1.1	2140000	2150000	PopA.INDEL.fixed	34
428	Supercontig_1.1	2140000	2150000	PopA.INDEL.lungonly	2
428	Supercontig_1.1	2140000	2150000	PopA.SNP.fixed	60
428	Supercontig_1.1	2140000	2150000	PopA.SNP.lungonly	0
428	Supercontig_1.1	2140000	2150000	repeats	0
429	Supercontig_1.1	2145000	2155000	Genes	7
429	Supercontig_1.1	2145000	2155000	PopA.INDEL.fixed	39
429	Supercontig_1.1	2145000	2155000	PopA.INDEL.lungonly	1
429	Supercontig_1.1	2145000	2155000	PopA.SNP.fixed	57
429	Supercontig_1.1	2145000	2155000	PopA.SNP.lungonly	0
429	Supercontig_1.1	2145000	2155000	repeats	0
